,brazilian,british,cajun_creole,chinese,filipino,french,greek,hawaiian,indian,irish,italian,jamaican,japanese,korean,mexican,moroccan,russian,southern_us,spanish,thai,vietnamese
grating,1.8836395365617689,-0.26230753512092914,0.20167194954466264,-0.7984784790045417,4.1086448106764575,-1.323672757869391,-1.7784042797652673,-0.7386880282554859,1.2083467175827451,0.38177978078818015,-0.8991876123839025,-0.19521730154671912,-0.7300661386091677,-0.21314830091996642,0.1835090790582497,-0.10989174941160924,-0.31820475744891136,-0.32871427292202643,2.9260737384798237,-0.8571531413577003,-0.16983058321058137
gravenstein,-0.023155949171408178,-0.015242548191735487,-0.00471927934747838,-0.02812552994453272,-0.05608192703234921,-0.015282402434372379,-0.0187859461788742,-0.0015751847143922896,-0.17584277474194607,-0.02147665428564565,-3.560462536028486,-0.001771673897089559,-0.08243338393791126,-0.12259666182214646,-0.09047314928377727,-0.048595830299841276,-0.006504774968092436,-0.03927226041905167,2.190543765754959,-0.008470169440253087,-0.003928618073151856
graviera,-0.004454771435443455,-0.0018228434037931447,-0.01118744834287831,-0.006559288590835863,-0.012815865305311034,-0.007211179029319882,0.06782865318827655,-0.004157890208848949,-0.01079953008547413,-0.004267334964594736,-0.001967303834295328,-0.016050661433200098,-0.005630689364296531,-0.009029207977879464,-0.011492023603523275,-0.0260917144048613,-0.011742559401341657,-0.0009316433415226238,-0.006265373283896599,-0.0018990330231586625,-0.0009952346547690612
gravlax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gravy,-0.7327555137759559,2.1996068420213657,-0.37993281422952546,0.050496238765708065,-2.090058100348634,1.970542632037047,-0.5079203099597909,0.19548464326697595,0.20659777101390261,0.2154584975293687,-4.377803313760546,1.1763322802187124,-0.94814563178161,-0.46906078031752146,-1.9072279871920348,0.026506253993022838,-0.33148741396660536,3.2494623744233104,-0.8536331577776965,-0.38056563960080453,-0.1693105015533117
gray,-0.0021034891205137874,-0.0020044992820250555,-0.003135818781226965,-0.00015947356360484436,-0.0007111529549104707,-0.08224978922749357,-0.06858088989689154,-0.00046273528093652516,-0.003961719521544412,-0.0017386507375251271,0.365791336827765,-0.000598992075643988,-0.002230205617663257,-8.209341190207614e-05,-0.008658568582742788,-0.0036000112759034483,-0.0015588800001222968,-0.16453956916683773,-0.01089311333808392,-0.0002962957741525937,-0.0006912601033058833
grease,-0.5270866670401796,-0.16822517255434993,0.39763843263644816,-0.3273791061711124,-0.07332054865876524,-0.47390179934575144,-0.032832291596334696,-0.17563617523619696,-0.02358195359663843,-0.22637982204750642,-1.936655368958802,-0.19813473775009993,-0.07383899515235726,-0.04355427859510652,0.12412885427345553,-0.018249732399720463,-0.05261884687430352,3.8211408593383807,-0.18842324936778726,-0.041839976655126565,-0.03986166589722676
great,-0.7357297773099932,-0.040859179839521004,0.14570521471337863,-0.09317710199638393,-0.34907805974499956,0.4121957014485005,-0.2748967091804219,-0.0319856301959428,-0.13147050100276456,-0.06060301216457844,2.8370701236490894,-0.08416231159483663,-0.12420275717948617,-0.04820912537140491,-0.7554970698432869,-0.20747330884783807,-0.0510653416521628,1.304580207843972,0.6807736376823448,-0.08406361882877005,-0.04262011207395042
greater,-0.2488052886628685,-0.0794995351045238,-0.0995855381513288,1.4154547451079216,2.312500883356063,-0.1987519430603508,-0.034223492377878174,-0.0292458847489929,-0.23110022880547398,-0.05212106241079836,-0.5768354618429056,-0.12794877915540492,-0.4133338483198712,-0.06907586540682915,-0.4050704042320846,-0.010280748948673032,-0.04058153131278651,-2.1717741277788347,-0.07424546447719528,0.08298601979004958,-0.1303679808384018
greek,-2.3235755919836563,-0.5138373370407902,-1.162269853235511,-0.4759026383856711,-1.6033199247666077,-3.722622526099213,9.38520050005528,-0.020727120965816793,-2.185239682183708,-0.5026454189758598,-4.17929393617649,0.8628374323999726,-2.00539707024031,-0.7362418249988035,0.9933250809893889,-0.31454356665864974,-1.3863127295405866,-1.0430123747745073,-2.409258889354295,-0.5938096437167274,-0.671643506860617
greekstyl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greekstyle,-0.15005698736466375,-0.022783308510903964,-0.016019745828496454,-0.027147945405840684,-0.024312102180987984,-0.6041283220309136,2.7505275043095643,-0.01684735993841316,-0.08334251600097146,-0.022429198156766833,-2.8131849377661236,-0.005885608005857972,-0.10732324629367422,-0.009137948939639215,-0.9353497125736068,-0.02467182008174333,-0.01659719185134074,-0.029642493317615544,-0.050060531608780184,-0.1207358941496343,-0.01190777216810729
green,-1.7546132081184354,-2.9897241605899016,2.127155695096753,1.9228063039719048,-2.381677929611373,-0.3973077665678841,-1.7877565161484763,1.7971302968487397,-1.3356456799119174,-0.42796649222578087,-1.5316434691280814,0.13611517199449086,1.6661778292833298,1.2245795755881355,-0.9150117379643664,0.943607746245462,-2.132256411496306,2.224924880673431,1.7692043757295117,3.294921760404218,-0.4703402998284037
greens,1.3055483576461555,-0.9213204911585305,1.7816891250065336,2.7930063432571246,-3.064397618393467,-0.29319707210160356,0.2655119004933961,-1.017601120267587,0.497071001222456,-0.5160241678786269,-0.8139304785380952,0.6578235292589261,-1.3709914429922414,-2.326536981484678,-0.9165080867600082,1.8291800806698126,-0.2549784590825514,3.8380363151596244,-1.6855366061057058,-0.4359539111576595,-0.19026583588054968
gremolata,-0.020436953018762728,-0.03717058235805826,-0.020168616892411523,-0.035907126257292615,-0.017962796026900818,-0.9721820401371578,-0.017947415794026464,-0.0035016255150534118,-0.2633032556192066,-0.01992049501345928,6.337104536905681,-0.03341287654985349,-0.013489586482642753,-0.03476141983968054,-0.11127324092943784,-0.008313826885697765,-0.012312788347363624,4.185472209245318,-0.09179852760653849,-0.010038705343696159,-0.008947192075621618
grenadine,-0.08536231755246299,-0.0297875272144004,-0.047467681990803125,-0.01703531248941051,-0.007482305083687803,-0.5964860191019523,-0.04181802254641447,-0.2038964938102807,-0.028951306360201122,-0.019187531528165474,1.5241404472661115,1.469714757192908,-0.09492940039959052,-0.004158038383263837,0.4464869522942536,-0.016548332549852315,-0.011277079603585241,2.105997615023158,-0.06842811125483222,-0.061149834744651216,-0.010040026654393491
grey,-0.036531676476518025,0.5238478642491119,-0.030646836081664526,-0.06907947422585993,-0.0076446680728692535,-0.14642417205818187,-0.04517457438935704,-0.002048059591380981,-0.12080639177548143,-0.11213335254255129,3.693507787790586,-0.022396932800044032,-0.1663682136060528,-0.008974842171102889,-0.4992712768564679,-0.09703561758633408,-0.021541908937485466,-1.3836616342160841,-0.02472732953400805,-0.05971078909286835,-0.011162967758880978
grigio,-0.0022529913270450236,-0.011802668248418493,-0.011061351320797337,-0.0011073600989318579,-0.006755609207895816,-0.4428348418883748,-0.0010723518732072075,-0.00020881724914232488,-0.0022424089894175062,-0.0052451605639187845,2.750211386122254,-0.0007848886414977763,-0.002179418809221266,-0.00484753557633341,-0.3145200148068106,-0.01826525897500293,-0.005327589168522814,-0.08689841840368644,-0.008277097999080933,-0.00032846797098342966,-0.0016962845025512779
grill,-0.006495726982820556,-0.00543933899570467,-0.0364428670051733,-1.0215105354436433,-0.006573544550208813,-0.005803637886521307,1.0568469226213055,-0.00967149224605415,-0.025768283782710177,-0.0037029430245370783,0.6854720106587159,-0.011620701443926079,-0.09126936882888081,1.1565382428155355,-3.1022024055980544,-0.030085862129172875,-0.007089178967088073,-0.24332557147779754,-0.014819409876360287,-0.444045960285575,-0.00948413727283908
grilled,-0.04651472906723297,-0.02037883748506387,-0.06487467083275485,-0.16168891205068953,1.5581018021394637,-0.09174146089966359,-0.1722793107625091,0.4350356174885545,-0.02204064936622147,-0.011209477260118438,2.766647730416908,-0.05453199969704324,-0.12104063945366837,-0.014909616268589453,-0.5737536055758501,-0.050698701453244885,-0.03594094505321093,-0.4680541237522169,-0.021142553713609975,-0.18874646557000874,-0.020922578101546397
grilling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grind,-0.02373541501795445,-0.03919779282782569,-0.0024525545296651477,-0.005504991514932195,-0.005650237842477915,-0.05588218331160367,-0.005214513547262657,-0.0002958702356898479,-0.0071236717510768125,-0.0045266825161613105,-0.5312160876805415,-0.03448530639505734,-0.054154129667283064,-0.0007280424600767099,-0.3648180873448441,-0.0029260821594008423,-0.004813379327102385,2.9710763871767734,-0.008330429996421548,-0.00847389103513464,-0.001396046293551723
grissini,-0.15349368174508943,-0.01603200179802641,-0.01848695217300862,-0.04576598043180458,-0.01628168442217977,-0.08242085687188624,-0.029261582051155963,-0.005495138399649628,-0.030440800675845942,-0.014014765016830513,0.7816161334546018,-0.015419086203353494,1.289258456864996,-0.008747707740428969,-0.04834703263481107,-0.01552938337917425,-0.00799942260483696,-0.15385494654888035,-0.00982953497369572,-0.052474973031975375,-0.0065393926336604164
grit,-0.033665032183027244,-0.00822872726942023,-0.10909640021040713,-0.028422143317044988,-0.0055793929529335306,-0.0344715748148693,-0.0140239190800311,-0.005312566190847198,-0.007580820470055659,-0.00930779158875884,-0.5839229982284433,-0.003301331834869464,-0.012951631010870702,-0.0051749026205239615,-0.20940184599650877,-0.003563110467242112,-0.003149920403379668,4.573652626793928,-0.011234979651403923,-0.003284605907335996,-0.0019887342632879637
grits,-2.086165479987471,-0.7955910538388543,0.020288943770352733,-0.9297153456942304,-1.394023473221926,-3.7512357388477873,-0.6491237205715619,-0.5775521087017792,-0.6812057077087941,-0.5291159989373615,-8.623534003815264,-1.0217606647897544,-0.677026981705861,-0.3709026873239678,-6.740430949125858,1.0296581356647374,0.7316132042865066,11.618024630432231,-1.5319978276665063,-0.4679199091389874,-0.15082267722732873
groats,0.39892173994815133,-0.09308527576262932,-0.032070407977594965,-0.3189961306354287,-0.0574254350399705,-0.5911113718038782,-0.07572328422357405,-0.06294581785057825,-0.3530457028031899,-0.039826936483642446,-1.975354348186165,-0.028806865875278732,-0.22603631299126345,-0.4623329487842766,-0.5516879600602282,-0.04237780039630691,1.1538591623223295,-0.07209241630033689,-0.26651061610262305,-0.09746568831000015,-0.022669448553780804
ground,-1.989084999799946,0.25089544146607334,0.3305385374363088,-3.1452523804847954,1.3469675700504253,0.2767759799023631,1.3218715722637455,-0.07139298440369456,1.1599463586504295,-0.6615930376498895,1.8275378090805956,0.07895173177944885,-1.4464033417630988,-2.911937404452076,0.09465017987263939,3.751675730749768,-0.1521998503675649,-0.2129454477327179,-1.6303924498538516,0.9548940523719933,0.5508611386545416
groundnut,-0.03453274453846357,0.6923646006497504,-0.015219814698820491,0.3487441834735744,-0.07571955311034823,-0.04988632490387287,-0.00776013283915751,-0.007820313398704096,-1.2085908143388455,-0.01605342623028256,-0.014650624559047067,-0.012257078408060729,-0.25698612698072304,-0.012989676985886722,-0.6509556383914428,-0.1248588474631474,-0.014198946109482009,-0.025123416689436878,-0.015087726349125898,0.8356575079639396,-0.17111526531432605
grouper,2.391956352927497,-0.015938011275056844,-0.09785703960220171,-0.028902449269960905,-0.18384891465988565,1.581697992925711,-0.7531567492279744,-0.004149103298988369,-0.6765855348115875,-0.045426090149878376,0.8088999197788584,-0.10305379523540947,-0.03307261423816889,-0.0091272631674642,-0.15743234422290708,-0.07670800081286322,-0.0153123157935203,1.1076989580510623,-1.3405700382703916,-0.8556446260512344,-0.09690733706440184
gruyere,-0.8429822701111728,-0.9283109485795245,-0.3683238173742646,-0.7677609234198415,-0.3551470524883958,6.830289867885435,-0.7713491640857584,-0.2795461937981384,-0.6252756786312988,-0.6182392172194937,-3.5008465420072175,4.508759945436815,-0.725795015771321,-0.5607891665447405,-4.3371004340075885,1.5823036436355506,-0.3728263688863456,-4.073386661975934,-1.4969074048472835,-0.18180640193128741,-0.11927019826345764
gruyère,-0.1616470717708642,0.005376589556422762,-0.30224902694434563,-0.18690386747285778,-0.1499309138046004,5.853486195014439,-0.4920807258750071,-0.11318453026119686,-0.260097010108794,-0.46830216254873963,-5.489418795398281,-0.31406259603214387,-0.4316532213009863,-0.06296688324191742,-1.9742912986613994,-0.11004712407647523,-0.16029174534699575,-0.6562586115507238,-0.38524329092500265,-0.05542519220276107,-0.046312081924581944
guacamol,-0.004361736122870016,-0.0015902259798673967,-0.0017784352811962925,-0.006619129613111889,-0.005743419343082878,-0.010825503035117269,-0.005147218740820706,-0.00024743891540335484,-0.009706588877113034,-0.0011620529701371993,-0.012094732060016369,-0.0015871569318198547,-0.0040751708546132165,-0.00024658815131540905,0.9323182288699327,-0.000498383346605328,-0.0008498791075908494,-1.0923892857013753,-0.013041020020542783,-0.005705267670423883,-0.0016439875310450137
guacamole,-1.2819857096662541,-0.10829249856853697,-0.21700497008579214,-0.3892181210154921,-0.4272123591483817,-0.40982053659421197,-0.30844653275920164,-0.3245006722059158,-0.3226313805453261,-0.07905025769289868,-3.953270974365182,-0.2750884950497425,-0.15428473161289857,-0.11384151428495852,2.599055959460655,-0.12228062071048801,-0.16188738524024684,-1.7732145441517646,1.6191342861398077,-0.2608425476625332,-0.11622003270470577
guajillo,-0.5529549908105772,-0.05068226554335403,0.27696260917684795,-0.22023797191639866,-0.549084047311918,-0.3749787002228432,-0.32524252811412835,-0.2771181604694135,-0.5059534921258451,-0.049842006194903185,-3.1604819104027784,-0.4705281895791773,-0.16022723513715317,-0.11595567419194727,7.020019901232881,-0.45114669034034255,-0.06277591674373605,-2.434545403873551,-0.9175903415557142,0.2709050779389101,-0.19064720673986557
guanabana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guanciale,-0.4700138832816389,-0.0249002721687105,-0.025700339545566997,-0.0661399339293962,-0.12788356668940828,-0.2254484110111513,-0.44084922085185824,-0.01111647035925635,-0.05881874487170538,-0.023018392578128512,4.838646322963105,-0.006518742832458988,-0.1723844690580062,-0.03164827566883695,-0.9735390177557768,-0.04500096005014756,-0.024792511600955403,3.3924977111199683,-0.46987430218525505,-0.009412015624872412,-0.011240558116332802
guava,-0.03910754086361131,-0.0046135795640116165,-0.0028408608896476383,-0.01585310389239393,-0.0013687841424028712,-0.04238972727341428,-0.004244513999489985,-0.0005685268628714627,-0.008096209906734908,-0.004067220380754852,-0.04906962760255233,-0.0464764748034756,-0.014063407353280311,-0.0011727779112828004,0.7490253097122956,-0.002573042417898449,-0.001399283118524733,-0.044034279169069775,-0.021915388350847012,-0.0102324795069077,-0.0028497418198976795
guinea,-0.00648235933486872,-0.016781613762980152,-0.012087067670116157,-0.06301963729444228,-0.05197181014746404,1.5285332835465544,-0.036173975102512954,-0.0036589775687133662,-0.06487095131153299,-0.01726843717173551,-0.3428625305195522,-0.002191627072788037,-0.0042465486029551955,-0.013557066889181095,-0.027961612242432893,-0.04971818184716703,-0.006262268365191009,-0.3370283223401852,-0.1262328433409699,-0.004827232581615675,-0.0053035269729757644
guinness,-1.4990327238028223,-0.9102891743280107,-0.34658445459788073,-0.44982552287553607,-0.5491633579836144,-2.3068399295517246,-0.28750850375418324,-0.2526349130116835,-0.08273812198952708,3.65088955285241,-3.72684643210399,2.244617750487366,-0.6951222538955899,-0.2917387983989516,-3.7874747153460024,-0.5519689685249934,-0.35353514792844737,-3.518235702510801,-0.9354046745488036,-0.05600610500961366,-0.11320263103095841
gum,-0.26034731516769727,-0.1882702440102159,-0.06435421184107909,2.3455558335328677,-0.41880073295115516,1.115285306254547,-0.08485182458343267,-0.17086265236049808,-0.2609660705696544,0.0930120640932324,-1.1166815920231068,0.14565838288253424,-0.4298518698534632,-0.2540813294622588,-1.143127497734144,-0.13598086936735237,0.36457852075460506,3.3364021871961524,-0.09434105702921443,-0.20764624153161626,-0.11210786065206
gumbo,-0.2226475098423122,-0.06840729643462953,1.2551261919276115,-0.2555669558604876,-0.2789474942444818,-0.337170654880542,-0.2882545879467607,-0.1020434954129067,-0.24814915226184903,-0.06905979476138202,-0.783108454028318,-0.4623396980440261,-0.17869118535852507,-0.10611966237081227,-1.5876194399764059,-0.0849463547680434,-0.04262586644822627,4.089917337265634,-0.6732010055251455,-0.10227326499761533,-0.05244085566784433
guy,-0.009639830813943547,-0.007551291555755351,-0.006703483682393676,-0.004809662990844239,-0.010712619509453469,-0.0039006275915344554,-0.0011931780743117443,-0.0054437402571934565,1.1025114703473833,-0.0037946757278449843,-0.005386602439420203,-0.048093383851331835,-0.054997549189516756,-0.001694588066391726,-0.012558530697357167,-0.030765207230465046,-0.004400844036002071,-0.11042823570544356,-0.006762482906661227,-0.18761222717913095,-0.003514340077911298
gyoza,-0.023039786768929045,-0.05189258214411634,-0.0363682397798507,0.047476447178143755,-1.2752806205037357,-0.18964842748511948,-0.44125304302352375,-0.4482893525407034,-0.07121902330947938,-0.06435053022977755,0.9436790642204274,-0.06035877065995396,4.158605637175763,-1.0219972274404785,-0.28481799508052524,-0.02879983488992131,-0.0531545377607715,-0.250751286559685,-0.0950650733329155,-0.3255505026350372,-0.2421278124614692
haas,-0.0508073788172759,-0.0036727989780998976,-0.00397370846416634,-0.009063432537824222,-0.018197990470105396,-0.007879839361260872,-0.1988559441748724,-0.0028445018394498527,-0.24796988120152286,-0.0018019316142297705,-0.036472189926343886,-0.00616313711980213,-0.007545683852966516,-0.0016870457440197654,2.0334870312328954,-0.011376252821905755,-0.002298529982750088,-0.0458393271861155,-0.026594997316557588,-0.05494086329983718,-0.012571779421129154
habanero,0.616534049757792,-0.22799050377064967,-0.41031823208836854,-2.005009699024748,-1.5883970855918583,0.08956089414843632,-0.4079165875695883,-0.1964354545688245,-1.5381765845751008,-0.197735467476599,-1.891531965647017,5.882469036411141,-0.43335825917120363,1.6732876882533765,0.2217787377820778,-0.7037959227366245,-0.13209124464684047,1.4879270670864644,0.9327401761408365,-1.0628355451890974,-0.29643776468772826
habas,-0.006390071347059287,-0.013391472329103385,-0.0020006115387833216,-0.11009317530677558,-0.39424304121236214,-0.004574695335109949,-0.005161489562054318,-0.003695601321066144,-0.010917985027364751,-0.006332821880153073,-0.03811445460897238,-0.0006777193384826017,-0.03499719774788274,1.8360813773033176,-0.014159089062795196,-0.0007585623962431038,-0.003529113265362453,-0.0003118019677940127,-0.0013395642881500643,-0.006439547812336747,-0.007407463995570777
hachiya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haddock,-0.806876405557783,3.298844890174944,-0.26195488159943886,-0.23375080923372915,-0.2818595073302193,-2.54784555800099,-0.3809760999559357,-0.20468512087902452,0.006486388641472783,-0.2108310688837976,0.415300310658316,-0.5075567973256527,-1.1630158690981525,-0.09476266546277946,-1.438165050369949,-0.16201955312282393,-0.34498930622465435,-5.73024857747972,-0.965518001070645,-0.12841196418154574,-0.07408896862614864
hair,-0.4978739583517152,-0.1997885321989913,0.10155032852777325,0.5410349552827893,2.027651213590278,-0.7057499246127441,0.4793964929208057,-0.22837920189778801,-0.3290104721275248,-0.11448226542266972,-1.2783682994934926,-0.11610503966384553,1.1330833991589817,-0.782087249998291,1.1480336892994665,-0.3468354966886086,-0.12077475774892774,-1.7960179640084395,0.29858356588552165,-0.7972792114532647,-0.13816399723141534
hake,-0.013930217820989998,-0.013982631503665894,-0.041340629098874454,-0.0019109534184392919,-0.0014894777843208276,-0.14956430331928913,-0.04079355927967112,-0.0027254108864991178,-0.06261880835379569,-0.003247987727759212,-0.3353835518182382,-0.0009992460743535514,-0.02644187541467845,-0.0007220896021293745,-2.9047956526794914,2.7723490654434793,-0.008028233624455587,-0.005249543855852199,-0.17667133198144525,-0.0010155228364027587,-0.0029256401602417628
hakusai,-0.0004431589070944622,-0.005892838638946656,-0.001310173885931599,-0.39503903916512195,-0.1585193251981278,-0.003332712328244278,-0.0014378683319521694,-0.010660564012569979,-0.003210937685188901,-0.0028161714751546952,-0.08861919169839086,-0.0006362928885067744,1.127723216690555,-0.00992983813613969,-0.006160587496791368,-0.0016448940922562658,-0.0019367579035178834,-0.0013721746205824763,-0.0007023200188159514,-0.006036739510569501,-0.013347440038832358
half,-0.2776938206205333,0.8829052826972167,0.7019950503245678,-1.9567738901631058,-1.921537855904233,0.7142170323045136,-1.1061441885789292,-0.6314141898605404,0.6881740236812959,-0.7473160875340228,1.007147747325291,1.5016000364896103,-1.0068419899177805,-1.037797917133445,-0.2915702441315073,0.5331911644280128,0.12858080302819158,2.3523637117137484,0.3734762013588683,2.8708357148827655,0.8386216543930376
halfandhalf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halibut,1.0208006951634088,-0.24885936991066612,0.6051397775806526,-0.18601192377969486,-0.37673605252231057,-0.6952724938749909,0.039990811035046266,-0.15657080727168177,0.2294408139240437,0.4129715581183693,-0.7843328412272733,-0.04472752996170002,-0.5300820137357746,-0.12427985632271892,0.46627042182599354,-0.2350425531270607,0.3344602208261789,-3.4571635603568858,2.3000611845326118,0.5644158044815037,0.04594226979668561
halloumi,-0.011151032775363015,-0.0049164837075435005,-0.004400825272939226,-0.006486802009182821,-0.0008818849463658743,-0.1616402784945304,3.6776601821822843,-0.008412046521055315,-0.38971594405485144,-0.007487720113702684,-1.3088599610456995,-0.0035922080690727657,-0.01136102384458157,-0.0015419503413486284,-0.6288406184411419,-0.47276604430798536,-0.0026005941267505965,-0.06406182981740939,-0.15221800474624836,-0.015144210616797275,-0.00544607389910105
haloumi,-0.004846320746107439,-0.009491680987930481,-0.002596623109432367,-0.005044025843309652,-0.013965468964021111,-0.009324931608955268,-0.0010304723532279414,-0.0014312487863048001,1.4858003368401171,-0.00448212236717628,-0.030218484796355777,-0.0042939316288749954,-0.06926087429385658,-0.0046780878042729885,-0.13182957132966225,-0.00020172017725012431,-0.0022105597328520355,-0.01357767180858402,-0.002496640992388625,-0.004551926062626478,-0.002086148413241443
halves,0.49221927956702655,-0.2075782683573476,1.5146044535138732,0.7237577939619427,-0.6113871584316428,1.5546364848145753,1.5298416194455395,0.8794462614210351,0.0644913874377365,-0.46485834220584116,-3.8978813349841372,0.8759450688345077,-1.2510706641643585,-1.1202729668601823,0.0853996939493096,1.4029356411499936,0.38131863010255296,1.6031879899174737,0.7094227246392685,-0.0727319755489373,-0.2632928234953273
ham,-0.301811818931888,-1.0135965580696156,1.4371507290413508,0.23920064767173138,-1.607500213406529,0.22692278435274388,-3.1247492890486464,4.169661613584184,-2.8162281388906214,0.32479349080743064,-3.3706261005727267,0.5081994978407298,-2.385506141839055,-0.6825755722573683,-2.3480020546912446,-1.5621553520386045,0.22472826632793788,-0.09492746105365767,3.7526560642222644,-2.4326672331866956,-0.1532767496172581
hamachi,-0.00889768266365654,-0.009740733758742503,-0.019676653835298458,-0.019017922464977702,-0.004635722243473524,-0.47975982464456374,-0.0575281746902686,-0.009622186992966018,1.8711170453290347,-0.004246037028733206,-0.22583858661625902,-0.017145514209924006,-0.022598345379081026,-0.003722910418624656,-0.04266413556281912,-0.059073462205553054,-0.0027813000040666732,-1.1130509225081446,-0.06093633032590222,1.0271360994580951,-0.008769871109530848
hamburger,-0.3216555932223744,-0.2778094980698271,0.07098661727424262,0.07473219687434751,1.4868208202938882,-1.3797944950522814,0.7034280594325992,2.023346519147352,0.4377591935155349,-0.2218253078144266,1.1099383597305734,0.611074552923137,-1.3963433791691562,0.9386791988113321,-3.1776092826495925,0.9991764031023025,-0.1906574939447758,2.07794428309228,-0.35936376546858373,1.276269952272766,0.4283031629140826
hand,-0.07786953904820433,-0.037216382889427406,-0.03404626512831754,-0.29157897180312253,-0.7140213416296463,-0.11562476333678177,-0.1368770790448501,-0.019118066385635128,0.6919432430655772,-0.02616602252853713,0.00642393740704026,-0.14191902863955977,0.9911875904343748,-0.11140694120683578,0.23649927288627764,3.348308439545855,-0.02937655239026604,-0.6224276138132069,-0.05989066101269322,-0.13930319057839127,-0.07750724542722143
hanger,-0.36435921937217564,-0.07674542514683785,-0.04746352162246093,-0.2317165863575112,-0.039818855711701344,3.0743367454659807,-0.2985947407269277,-0.020544948823028892,-0.05509693154646396,-0.11369238961556877,-1.4797186734769365,-0.11174938979459349,-0.0883624958599952,-0.08066834087079962,-1.5623482678081795,-0.055860977002075735,-0.05756746924423227,-1.635157986516865,3.0854367786006343,0.722401837413636,-0.13039704497556087
hanh,-0.009351107066911482,-0.01319433233405164,-0.008302261771890721,0.7477721311815814,-0.22347360336696745,-0.02788553200823488,-0.013660098165470298,-0.05166527514910803,-0.041510512726119886,-0.010626072720179465,-0.03680024877274108,-0.022924937569866945,-0.36524037559102435,-0.12339796680625995,-0.11105756152939285,-0.010687012862709823,-0.017225838620787054,-0.06203676592380358,-0.0468759186886902,-0.7538552625451221,0.45733350183898114
hanout,-0.32073589978196065,-0.22586683617193856,-0.11290128972092207,-0.41214709593491433,-0.18193822259825398,-0.7976003494103532,-1.0303901843271086,-0.11010859418506792,-0.807341662026637,-0.19326813091486672,-2.930238104937916,-0.06570883189629302,-0.2443961044441838,-0.1631139241562183,-1.6715798974691205,4.105932614892731,-0.16930285954274873,-0.689942740042698,-1.3748637445597123,-0.10523541949370505,-0.0813719282445042
hard,-0.28556316300330353,0.465047673534187,-0.05711993045598564,-0.0634727629700852,-0.06473044998608331,0.7187750878034085,-0.2895861551073288,-0.06632044644126779,-0.11957903390112465,-0.07567189459926829,-1.7454964544826197,-0.20787233318018059,-0.10528121519435221,-0.07903847984579007,2.600555720635971,-0.16922117026906358,-0.10770771028660973,1.5451554593620733,1.6184294824290695,-0.057311971710670685,-0.019209526017861425
hardboiled,1.393583841000471,0.4410104808627029,-0.37270941360346194,-2.503967510344222,3.60817874874724,-1.5549561666819507,-1.3013645947977146,-0.7737573524559161,0.24861694279784494,-0.8701086862157066,0.0032773049624279793,-1.2755268405967295,-1.171031110742072,-0.0796603171744088,-4.2908744517168556,-0.507079397897265,2.0407955434694367,0.6999549282150304,-1.043702295317754,-0.5787236378475265,0.7058923589300294
haricot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haricots,-0.16996966670914143,0.13621640824880457,-0.1825194865295828,0.695483128255359,-0.28209339387813237,2.8432149118682,-0.8455187932473203,-0.09365549334040153,-0.42783613067742987,-0.17514674409871703,-3.3117098214609535,-0.11585444682004074,0.8090973846455431,-0.20919557218087645,-1.2471835952182753,-0.2339404047700978,-0.1640327538843418,-0.07492277366514721,0.3872030158372828,0.6446185146127804,0.027250850650492448
harina,-0.2747153026172392,-0.19638217265097258,-0.17827338509119042,-0.49819821600434083,-0.5293489158932866,-0.4671436871971887,-0.16861576745951523,-0.13365393318793167,-0.43640114262236124,-0.09677475959085942,-1.3143175093259873,-0.21472820417319793,-0.31953015728299167,-0.19367350092134278,1.9838092459572092,-0.17439959143352204,-0.09220227487799972,0.33847754544578307,-0.46350850670169047,-0.13970744518789757,-0.10885049755374397
harissa,-0.7411522923981824,-0.2097492946976003,-0.28464311931787534,-0.7283467193052365,-0.2633698860446782,-0.9392928247440572,-3.6591087245721097,-0.12366710761704745,-3.135263315809333,-0.19094516860393695,-4.00314357923314,-0.09784281219037097,-0.7252657961647313,-0.2473707102711508,-4.536705879289143,9.231685852150466,-0.23919633974668,-1.9713629654418945,-2.09868918504744,-0.8848578496687303,-0.14370755956373013
